215	,
234	,
246	,
266	,
281	,
293	,
293	,
292	,
292	,
292	,
292	,
292	,
292	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
293	,
292	,
292	,
292	,
292	,
291	,
291	,
291	,
290	,
290	,
290	,
290	,
290	,
290	,
290	,
291	,
290	,
290	,
290	,
290	,
289	,
290	,
290	,
290	,
291	,
291	,
291	,
291	,
290	,
290	,
289	,
289	,
289	,
289	,
288	,
288	,
289	,
289	,
289	,
289	,
288	,
288	,
288	,
288	,
288	,
287	,
287	,
287	,
287	,
288	,
288	,
288	,
289	,
289	,
290	,
290	,
290	,
290	,
289	,
289	,
288	,
288	,
288	,
288	,
284	,
275	,
266	,
257	,
248	,
248	,
257	,
266	,
275	,
284	,
289	,
289	,
289	,
289	,
289	,
289	,
289	,
289	,
289	,
289	,
289	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
289	,
289	,
290	,
290	,
291	,
291	,
291	,
290	,
290	,
290	,
289	,
289	,
289	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
289	,
289	,
289	,
290	,
290	,
290	,
290	,
290	,
290	,
289	,
290	,
290	,
290	,
290	,
290	,
289	,
289	,
289	,
289	,
288	,
288	,
288	,
288	,
288	,
288	,
287	,
288	,
288	,
288	,
288	,
288	,
289	,
289	,
289	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
289	,
289	,
290	,
290	,
290	,
290	,
290	,
290	,
290	,
290	,
290	,
290	,
291	,
291	,
291	,
291	,
291	,
291	,
290	,
290	,
290	,
289	,
290	,
290	,
290	,
291	,
291	,
291	,
291	,
290	,
289	,
288	,
288	,
287	,
287	,
286	,
286	,
285	,
285	,
286	,
286	,
286	,
287	,
287	,
287	,
287	,
287	,
287	,
287	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
288	,
287	,
287	,
287	,
286	,
286	,
286	,
285	,
285	,
285	,
285	,
285	,
285	,
285	,
284	,
284	,
284	,
283	,
283	,
284	,
284	,
284	,
284	,
284	,
284	,
284	,
283	,
283	,
283	,
282	,
282	,
282	,
282	,
283	,
284	,
284	,
285	,
285	,
284	,
284	,
284	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
283	,
282	,
282	,
282	,
282	,
282	,
278	,
270	,
263	,
255	,
247	,
247	,
255	,
263	,
271	,
279	,
283	,
282	,
282	,
281	,
281	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
281	,
281	,
281	,
280	,
280	,
280	,
279	,
279	,
279	,
279	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
280	,
279	,
279	,
279	,
279	,
279	,
280	,
280	,
279	,
275	,
269	,
262	,
256	,
251	,
255	,
261	,
267	,
273	,
278	,
279	,
278	,
278	,
278	,
278	,
278	,
278	,
