72	,
78	,
81	,
86	,
90	,
94	,
94	,
95	,
97	,
99	,
100	,
102	,
102	,
101	,
101	,
100	,
99	,
99	,
98	,
98	,
98	,
99	,
100	,
102	,
104	,
105	,
107	,
108	,
109	,
109	,
109	,
109	,
108	,
108	,
107	,
107	,
107	,
107	,
107	,
107	,
106	,
106	,
106	,
107	,
108	,
110	,
112	,
113	,
113	,
113	,
111	,
109	,
108	,
107	,
106	,
106	,
105	,
105	,
105	,
105	,
106	,
106	,
107	,
107	,
108	,
107	,
107	,
107	,
107	,
107	,
108	,
110	,
112	,
113	,
114	,
114	,
113	,
112	,
111	,
110	,
108	,
107	,
107	,
108	,
109	,
110	,
111	,
110	,
109	,
107	,
106	,
105	,
105	,
106	,
106	,
106	,
105	,
105	,
105	,
105	,
106	,
107	,
108	,
109	,
109	,
108	,
107	,
106	,
105	,
105	,
106	,
107	,
108	,
109	,
109	,
109	,
108	,
106	,
106	,
106	,
107	,
108	,
110	,
111	,
111	,
111	,
110	,
108	,
106	,
103	,
102	,
101	,
100	,
101	,
102	,
104	,
105	,
106	,
107	,
107	,
106	,
106	,
107	,
108	,
109	,
110	,
110	,
109	,
108	,
106	,
105	,
104	,
105	,
106	,
107	,
107	,
106	,
105	,
104	,
103	,
102	,
102	,
102	,
103	,
104	,
104	,
105	,
105	,
105	,
105	,
105	,
106	,
106	,
106	,
106	,
105	,
104	,
103	,
102	,
101	,
101	,
101	,
101	,
101	,
101	,
101	,
101	,
102	,
102	,
102	,
102	,
101	,
101	,
101	,
102	,
102	,
102	,
102	,
102	,
102	,
102	,
102	,
102	,
103	,
103	,
103	,
104	,
104	,
104	,
104	,
105	,
105	,
105	,
105	,
104	,
105	,
105	,
107	,
109	,
110	,
111	,
112	,
111	,
111	,
110	,
111	,
111	,
111	,
111	,
111	,
112	,
113	,
113	,
113	,
112	,
111	,
110	,
109	,
108	,
107	,
106	,
105	,
105	,
105	,
106	,
107	,
108	,
108	,
108	,
108	,
107	,
107	,
107	,
108	,
108	,
108	,
109	,
109	,
110	,
110	,
110	,
109	,
108	,
107	,
107	,
106	,
106	,
105	,
104	,
103	,
102	,
101	,
101	,
100	,
100	,
100	,
100	,
101	,
102	,
103	,
104	,
106	,
107	,
107	,
106	,
105	,
103	,
102	,
101	,
101	,
101	,
102	,
102	,
102	,
102	,
102	,
101	,
101	,
102	,
102	,
102	,
102	,
102	,
101	,
101	,
101	,
101	,
101	,
101	,
102	,
102	,
102	,
102	,
101	,
102	,
102	,
104	,
105	,
105	,
105	,
105	,
105	,
105	,
106	,
106	,
106	,
104	,
103	,
102	,
102	,
102	,
103	,
103	,
103	,
102	,
102	,
102	,
102	,
103	,
104	,
104	,
104	,
104	,
104	,
104	,
105	,
106	,
107	,
107	,
107	,
106	,
105	,
103	,
103	,
102	,
102	,
102	,
102	,
102	,
100	,
99	,
98	,
98	,
98	,
99	,
100	,
102	,
103	,
104	,
103	,
103	,
102	,
101	,
101	,
101	,
101	,
102	,
104	,
105	,
106	,
108	,
108	,
108	,
108	,
107	,
105	,
104	,
102	,
100	,
99	,
99	,
99	,
100	,
102	,
104	,
105	,
107	,
107	,
107	,
106	,
106	,
104	,
103	,
102	,
101	,
102	,
103	,
104	,
105	,
105	,
104	,
103	,
103	,
102	,
102	,
102	,
102	,
101	,
101	,
101	,
100	,
100	,
100	,
100	,
101	,
101	,
102	,
103	,
103	,
103	,
102	,
101	,
101	,
100	,
100	,
101	,
101	,
101	,
101	,
101	,
102	,
103	,
105	,
106	,
107	,
107	,
108	,
107	,
106	,
104	,
103	,
101	,
100	,
100	,
101	,
102	,
104	,
105	,
106	,
105	,
104	,
103	,
101	,
101	,
100	,
100	,
100	,
101	,
101	,
101	,
100	,
100	,
100	,
100	,
100	,
101	,
101	,
101	,
102	,
102	,
103	,
104	,
105	,
105	,
105	,
104	,
104	,
104	,
105	,
106	,
107	,
108	,
109	,
109	,
111	,
115	,
120	,
126	,
134	,
142	,
148	,
152	,
154	,
154	,
154	,
154	,
155	,
156	,
157	,
158	,
157	,
155	,
153	,
151	,
149	,
148	,
148	,
148	,
148	,
148	,
148	,
148	,
146	,
144	,
142	,
140	,
138	,
136	,
133	,
131	,
129	,
127	,
126	,
125	,
124	,
124	,
124	,
124	,
124	,
123	,
123	,
122	,
120	,
118	,
117	,
116	,
115	,
115	,
115	,
116	,
116	,
116	,
116	,
116	,
115	,
114	,
114	,
114	,
114	,
114	,
114	,
114	,
114	,
115	,
115	,
115	,
115	,
115	,
114	,
114	,
114	,
114	,
114	,
113	,
112	,
111	,
109	,
108	,
108	,
111	,
116	,
122	,
129	,
136	,
141	,
144	,
144	,
143	,
140	,
136	,
133	,
129	,
126	,
123	,
121	,
120	,
119	,
120	,
123	,
126	,
132	,
139	,
147	,
156	,
163	,
168	,
171	,
170	,
168	,
165	,
161	,
158	,
155	,
154	,
152	,
151	,
150	,
149	,
147	,
146	,
144	,
143	,
141	,
139	,
137	,
135	,
133	,
131	,
129	,
128	,
127	,
126	,
125	,
123	,
121	,
120	,
119	,
117	,
116	,
115	,
114	,
113	,
113	,
113	,
113	,
114	,
115	,
116	,
117	,
117	,
116	,
115	,
113	,
112	,
111	,
110	,
111	,
111	,
112	,
112	,
112	,
111	,
109	,
107	,
106	,
104	,
103	,
103	,
102	,
102	,
102	,
102	,
102	,
102	,
101	,
101	,
100	,
101	,
101	,
102	,
102	,
101	,
101	,
100	,
98	,
97	,
97	,
96	,
96	,
97	,
97	,
98	,
100	,
101	,
101	,
102	,
101	,
100	,
98	,
97	,
96	,
96	,
96	,
97	,
97	,
98	,
99	,
99	,
99	,
98	,
97	,
97	,
96	,
96	,
96	,
96	,
96	,
96	,
96	,
97	,
97	,
98	,
100	,
100	,
100	,
99	,
98	,
98	,
98	,
98	,
98	,
98	,
98	,
97	,
96	,
96	,
97	,
98	,
100	,
101	,
103	,
105	,
107	,
109	,
110	,
111	,
111	,
111	,
110	,
109	,
107	,
105	,
103	,
101	,
101	,
101	,
102	,
103	,
105	,
106	,
107	,
107	,
107	,
107	,
107	,
106	,
104	,
103	,
101	,
100	,
100	,
100	,
100	,
100	,
100	,
101	,
101	,
101	,
102	,
103	,
103	,
104	,
104	,
104	,
104	,
104	,
104	,
104	,
104	,
103	,
102	,
101	,
100	,
99	,
99	,
99	,
99	,
98	,
99	,
99	,
101	,
102	,
103	,
103	,
103	,
102	,
102	,
101	,
100	,
101	,
101	,
101	,
101	,
101	,
100	,
100	,
99	,
100	,
99	,
99	,
98	,
97	,
95	,
94	,
93	,
93	,
93	,
95	,
96	,
97	,
99	,
100	,
100	,
100	,
99	,
97	,
96	,
94	,
93	,
92	,
92	,
92	,
92	,
93	,
94	,
95	,
96	,
96	,
96	,
96	,
97	,
98	,
98	,
99	,
100	,
101	,
102	,
103	,
105	,
106	,
106	,
106	,
105	,
103	,
102	,
101	,
101	,
101	,
100	,
100	,
99	,
99	,
100	,
101	,
102	,
102	,
102	,
102	,
101	,
100	,
99	,
99	,
99	,
99	,
99	,
99	,
99	,
99	,
99	,
99	,
98	,
97	,
97	,
97	,
97	,
98	,
99	,
99	,
99	,
98	,
96	,
95	,
93	,
93	,
93	,
94	,
95	,
95	,
96	,
97	,
98	,
99	,
99	,
100	,
100	,
100	,
98	,
97	,
96	,
94	,
92	,
91	,
91	,
91	,
92	,
93	,
93	,
94	,
94	,
94	,
94	,
96	,
96	,
97	,
97	,
96	,
95	,
94	,
93	,
93	,
94	,
95	,
96	,
97	,
98	,
98	,
98	,
97	,
96	,
95	,
95	,
94	,
94	,
95	,
95	,
95	,
95	,
95	,
93	,
92	,
92	,
91	,
91	,
90	,
90	,
90	,
90	,
91	,
91	,
92	,
93	,
94	,
93	,
93	,
93	,
92	,
92	,
93	,
93	,
94	,
94	,
93	,
92	,
91	,
91	,
92	,
92	,
93	,
93	,
93	,
93	,
93	,
92	,
90	,
89	,
89	,
89	,
89	,
90	,
91	,
92	,
92	,
92	,
93	,
92	,
92	,
91	,
91	,
90	,
90	,
90	,
91	,
91	,
91	,
90	,
89	,
88	,
87	,
87	,
87	,
87	,
88	,
89	,
90	,
90	,
90	,
89	,
87	,
87	,
86	,
86	,
86	,
86	,
87	,
87	,
87	,
87	,
87	,
86	,
87	,
87	,
88	,
89	,
90	,
91	,
92	,
93	,
93	,
93	,
93	,
92	,
91	,
90	,
89	,
88	,
86	,
85	,
85	,
85	,
85	,
86	,
87	,
89	,
89	,
90	,
90	,
91	,
91	,
91	,
91	,
90	,
88	,
87	,
86	,
86	,
87	,
88	,
90	,
92	,
93	,
93	,
93	,
93	,
92	,
91	,
90	,
88	,
87	,
87	,
87	,
88	,
90	,
91	,
92	,
92	,
92	,
91	,
90	,
91	,
91	,
92	,
92	,
93	,
94	,
94	,
94	,
94	,
93	,
93	,
93	,
93	,
93	,
92	,
91	,
89	,
88	,
88	,
88	,
89	,
90	,
92	,
92	,
92	,
91	,
90	,
89	,
89	,
88	,
89	,
90	,
91	,
92	,
93	,
94	,
94	,
93	,
91	,
90	,
88	,
87	,
88	,
88	,
89	,
91	,
94	,
96	,
98	,
100	,
101	,
101	,
101	,
101	,
102	,
101	,
100	,
99	,
98	,
97	,
95	,
94	,
93	,
93	,
94	,
95	,
96	,
97	,
98	,
98	,
98	,
97	,
97	,
96	,
96	,
96	,
96	,
96	,
96	,
96	,
96	,
95	,
95	,
95	,
95	,
96	,
98	,
99	,
100	,
101	,
100	,
99	,
97	,
96	,
96	,
95	,
96	,
95	,
96	,
96	,
97	,
98	,
98	,
99	,
98	,
98	,
99	,
99	,
100	,
100	,
